,CensusTract,name,category1,price,rating,review_count,city,zipcode,Hispanic,White,Black,Native,Asian,Pacific,Income,IncomePerCap,Poverty,County
913,6037272302.0,Grand View Market,Grocery,$,3.5,132,Los Angeles,90066.0,52.7,33.1,5.5,0.0,7.6,0.0,48576.0,26364.0,16.1,Los Angeles
914,6037267501.0,Benito's Taco Shop,Mexican,$,3.5,352,Los Angeles,90025.0,41.1,34.7,0.8,0.0,16.8,0.0,66185.0,35156.0,12.4,Los Angeles
915,6037265202.0,Simplethings,American (New),$$,3.5,187,Los Angeles,90024.0,3.2,70.1,2.2,0.0,19.8,0.5,66029.0,72794.0,19.3,Los Angeles
916,6037262302.0,Cafe At The Getty Center,Cafes,$$,3.0,42,Los Angeles,90049.0,7.1,85.5,0.6,0.0,4.0,0.0,155541.0,102205.0,2.3,Los Angeles
917,6037265202.0,Napa Valley Grille,American (New),$$,3.5,759,Los Angeles,90024.0,3.2,70.1,2.2,0.0,19.8,0.5,66029.0,72794.0,19.3,Los Angeles
918,6037267200.0,Feast From The East,Asian Fusion,$$,4.0,420,Los Angeles,90025.0,6.6,68.1,0.6,0.0,23.5,0.0,72449.0,54339.0,6.9,Los Angeles
919,6037265202.0,BBQ Chicken,Barbeque,$$,3.5,246,Los Angeles,90024.0,3.2,70.1,2.2,0.0,19.8,0.5,66029.0,72794.0,19.3,Los Angeles
920,6037262302.0,On Sunset Restaurant,American (New),$$$,3.5,47,Los Angeles,90049.0,7.1,85.5,0.6,0.0,4.0,0.0,155541.0,102205.0,2.3,Los Angeles
921,6037265520.0,Pita Cafe,Mediterranean,$$,4.0,168,Los Angeles,90025.0,4.1,69.4,2.3,0.0,20.0,0.0,86429.0,66078.0,13.2,Los Angeles
922,6037265202.0,Tommy Taco,Tacos,$,3.5,259,Los Angeles,90024.0,3.2,70.1,2.2,0.0,19.8,0.5,66029.0,72794.0,19.3,Los Angeles
923,6037267700.0,San Francisco Saloon,Sports Bars,$$,3.5,389,Los Angeles,90064.0,21.3,39.8,1.8,0.0,33.3,0.0,81029.0,56534.0,9.5,Los Angeles
924,6037265510.0,Emporium Thai,Thai,$$,3.5,1295,Los Angeles,90024.0,6.4,49.8,0.6,0.0,38.3,0.0,53431.0,56093.0,37.3,Los Angeles
925,6037271200.0,Billingsley's,Steakhouses,$$,3.5,267,Los Angeles,90064.0,33.3,30.4,3.0,0.0,30.4,0.0,64297.0,34480.0,15.1,Los Angeles
926,6037278102.0,ASAP Phorage,Vietnamese,$$,3.5,174,Los Angeles,90293.0,11.5,74.0,3.4,0.6,4.5,0.0,114191.0,89628.0,2.6,Los Angeles
927,6037264301.0,Q's Billiard Club,Pool Halls,$$,3.5,489,Los Angeles,90024.0,5.3,75.5,1.2,0.0,14.9,0.0,84122.0,68892.0,5.7,Los Angeles
928,6037267501.0,Mealano,Italian,$$,4.5,10,Los Angeles,90025.0,41.1,34.7,0.8,0.0,16.8,0.0,66185.0,35156.0,12.4,Los Angeles
929,6037271300.0,Pop's Hot Dogs,Hot Dogs,$,3.5,153,Los Angeles,90064.0,19.5,51.0,5.2,0.0,18.9,0.0,72660.0,42026.0,7.4,Los Angeles
931,6037265510.0,Flame Persian Cuisine,Middle Eastern,$$,3.5,360,Los Angeles,90024.0,6.4,49.8,0.6,0.0,38.3,0.0,53431.0,56093.0,37.3,Los Angeles
932,6037267800.0,Hop Woo,Chinese,$$,3.0,317,Los Angeles,90064.0,6.8,65.3,2.8,0.0,21.9,0.0,100273.0,48181.0,3.7,Los Angeles
933,6037267700.0,Kura Revolving Sushi Bar,Sushi Bars,$$,3.5,668,Los Angeles,90025.0,21.3,39.8,1.8,0.0,33.3,0.0,81029.0,56534.0,9.5,Los Angeles
934,6037271702.0,Gabe's Bar and Grill,Sports Bars,$,4.0,77,Los Angeles,90064.0,13.5,36.3,2.0,0.0,37.8,0.7,57473.0,32380.0,19.2,Los Angeles
935,6037262200.0,Manny's Pizzeria,Pizza,$$,4.0,151,Los Angeles,90049.0,7.9,73.0,4.0,0.0,9.0,0.0,172043.0,94535.0,3.3,Los Angeles
936,6037267300.0,Aki Restaurant,Sushi Bars,$$,4.0,173,Los Angeles,90025.0,10.9,52.1,5.2,0.0,26.7,0.0,51677.0,40557.0,18.1,Los Angeles
937,6037265202.0,Headlines Diner & Press Club,Diners,$,3.5,236,Los Angeles,90024.0,3.2,70.1,2.2,0.0,19.8,0.5,66029.0,72794.0,19.3,Los Angeles
938,6037267300.0,Ruben's Taco Truck,Food Trucks,$,3.5,145,Los Angeles,90025.0,10.9,52.1,5.2,0.0,26.7,0.0,51677.0,40557.0,18.1,Los Angeles
939,6037273600.0,Bon Melange Catering,Caterers,$$$,5.0,5,Los Angeles,90290.0,13.1,76.0,3.1,0.0,4.9,1.5,110341.0,81788.0,14.4,Los Angeles
940,6037267501.0,Tasty Wok Cuisine,Chinese,$,3.5,118,Los Angeles,90025.0,41.1,34.7,0.8,0.0,16.8,0.0,66185.0,35156.0,12.4,Los Angeles
941,6037702803.0,Hamakaze Sushi Izakaya,Japanese,$$,4.0,393,Los Angeles,90066.0,39.4,42.4,4.7,1.5,7.4,0.0,66424.0,31681.0,15.6,Los Angeles
942,6037265202.0,Lamonica's New York Pizza,Pizza,$,4.0,836,Los Angeles,90024.0,3.2,70.1,2.2,0.0,19.8,0.5,66029.0,72794.0,19.3,Los Angeles
943,6037265202.0,Sepi's,Sandwiches,$,4.0,147,Los Angeles,90024.0,3.2,70.1,2.2,0.0,19.8,0.5,66029.0,72794.0,19.3,Los Angeles
944,6037267402.0,Hop Li,Chinese,$$,3.0,347,Los Angeles,90025.0,7.8,60.1,4.2,0.0,25.2,0.0,64624.0,51965.0,10.5,Los Angeles
945,6037261200.0,Beverly Glen Deli,Delis,$$,3.0,130,Los Angeles,90077.0,5.9,80.0,1.3,0.0,11.7,0.0,148333.0,99291.0,4.9,Los Angeles
946,6037265520.0,Jin Jiang Restaurant,Chinese,$$,3.5,327,Los Angeles,90025.0,4.1,69.4,2.3,0.0,20.0,0.0,86429.0,66078.0,13.2,Los Angeles
947,6037271200.0,Yabu Restaurant,Sushi Bars,$$,4.0,389,Los Angeles,90064.0,33.3,30.4,3.0,0.0,30.4,0.0,64297.0,34480.0,15.1,Los Angeles
948,6037265305.0,D1 Cafe,Italian,$$,3.5,73,Los Angeles,90024.0,9.1,49.8,2.8,0.0,34.8,0.0,25048.0,26308.0,58.3,Los Angeles
949,6037265202.0,Tanino,Italian,$$$,3.5,184,Los Angeles,90024.0,3.2,70.1,2.2,0.0,19.8,0.5,66029.0,72794.0,19.3,Los Angeles
950,6037267501.0,El Torito Oaxaqueño,Food Trucks,$,4.0,8,Los Angeles,90025.0,41.1,34.7,0.8,0.0,16.8,0.0,66185.0,35156.0,12.4,Los Angeles
951,6037265202.0,In-N-Out Burger,Fast Food,$,4.0,628,Los Angeles,90024.0,3.2,70.1,2.2,0.0,19.8,0.5,66029.0,72794.0,19.3,Los Angeles
952,6037267200.0,California Fresh,Italian,$,4.0,273,Los Angeles,90025.0,6.6,68.1,0.6,0.0,23.5,0.0,72449.0,54339.0,6.9,Los Angeles
953,6037271702.0,Baja Bud's,Mexican,$,4.0,245,Los Angeles,90064.0,13.5,36.3,2.0,0.0,37.8,0.7,57473.0,32380.0,19.2,Los Angeles
954,6037267300.0,Cafe Dahab,Middle Eastern,$$,3.5,281,Los Angeles,90025.0,10.9,52.1,5.2,0.0,26.7,0.0,51677.0,40557.0,18.1,Los Angeles
956,6037267402.0,California Wok,Cantonese,$$,3.0,238,Los Angeles,90025.0,7.8,60.1,4.2,0.0,25.2,0.0,64624.0,51965.0,10.5,Los Angeles
957,6037267700.0,Mizu 212,Japanese,$$$,3.5,535,Los Angeles,90025.0,21.3,39.8,1.8,0.0,33.3,0.0,81029.0,56534.0,9.5,Los Angeles
959,6037267501.0,H Salt Fish and Chips,British,$,3.5,117,Los Angeles,90025.0,41.1,34.7,0.8,0.0,16.8,0.0,66185.0,35156.0,12.4,Los Angeles
960,6037271200.0,Cheng Du Restaurant,Chinese,$$,3.0,259,Los Angeles,90064.0,33.3,30.4,3.0,0.0,30.4,0.0,64297.0,34480.0,15.1,Los Angeles
961,6037406000.0,Jaliscos Mobile Taco Grill,Caterers,$,4.5,29,Los Angeles,91722.0,63.3,26.4,2.6,0.3,6.8,0.0,70500.0,23577.0,13.5,Los Angeles
962,6037408705.0,Jogasaki Truck,Asian Fusion,$$,4.0,466,Los Angeles,91748.0,25.0,10.7,0.3,0.0,61.7,0.1,55387.0,22112.0,7.9,Los Angeles
965,6037103400.0,La FOnda Mexican Food,Food Trucks,$,4.5,9,Los Angeles,91040.0,21.8,59.7,4.3,0.7,7.8,2.7,62487.0,31527.0,12.7,Los Angeles
966,6037104704.0,Cha Chaa,Thai,$,4.5,30,Los Angeles,91331.0,78.6,4.9,10.7,0.0,5.4,0.0,50346.0,15416.0,24.6,Los Angeles
967,6037106112.0,Tucoz Tacos,Mexican,$,4.5,18,Los Angeles,91342.0,71.3,16.0,0.8,0.0,9.9,0.0,71643.0,21565.0,16.1,Los Angeles
968,6037104500.0,Birrieria Apatzingan,Mexican,$,4.5,42,Los Angeles,91331.0,99.0,0.8,0.0,0.0,0.2,0.0,47120.0,12836.0,24.4,Los Angeles
971,6037121222.0,El Muelle Bar Restaurant,Seafood,$$,4.5,7,Los Angeles,91352.0,87.0,4.7,3.5,0.0,4.6,0.0,43403.0,13727.0,27.7,Los Angeles
972,6037104704.0,Rosie's Tamales,Mexican,$,4.5,33,Los Angeles,91331.0,78.6,4.9,10.7,0.0,5.4,0.0,50346.0,15416.0,24.6,Los Angeles
973,6037104201.0,El Uli Mar y Tierra,Mexican,$,4.5,24,Los Angeles,91340.0,87.1,0.1,12.7,0.0,0.0,0.0,49223.0,12605.0,23.1,Los Angeles
974,6037103102.0,Pena's Tacos,Seafood,$,4.0,125,Los Angeles,91040.0,25.1,56.4,0.7,0.2,15.3,0.0,74318.0,29195.0,9.8,Los Angeles
975,6037104701.0,Mariscos El Caracol,Seafood,$,5.0,7,Los Angeles,91331.0,93.6,0.2,5.3,0.0,0.0,0.0,26190.0,8676.0,41.3,Los Angeles
977,6037104703.0,Casa Jalisco Restaurant,Mexican,$,3.5,41,Los Angeles,91331.0,93.9,2.5,2.9,0.7,0.0,0.0,38696.0,12942.0,32.8,Los Angeles
978,6037104701.0,Huaraches Y Quesadillas Chayito,Mexican,$,4.5,12,Los Angeles,91331.0,93.6,0.2,5.3,0.0,0.0,0.0,26190.0,8676.0,41.3,Los Angeles
979,6037104620.0,Stuffed Crepe,Creperies,$$,5.0,5,Los Angeles,91331.0,98.4,1.0,0.0,0.0,0.6,0.0,51629.0,13212.0,21.3,Los Angeles
980,6037104704.0,Pulgarcito Del Valle,Salvadoran,$$,3.5,15,Los Angeles,91331.0,78.6,4.9,10.7,0.0,5.4,0.0,50346.0,15416.0,24.6,Los Angeles
981,6037104320.0,El Calamar,Mexican,$,4.5,13,Los Angeles,91331.0,89.9,2.9,4.5,0.0,1.7,0.0,43246.0,14069.0,20.5,Los Angeles
982,6037106113.0,Tacos Mi Rincon Tapatio,Mexican,$,4.0,52,Los Angeles,91342.0,74.5,14.2,2.3,0.0,8.9,0.0,68661.0,23287.0,9.2,Los Angeles
983,6037101220.0,Mini Garden Cafe,Hookah Bars,$$,3.0,218,Los Angeles,91042.0,25.9,53.9,2.1,0.0,14.0,0.0,41129.0,21512.0,14.2,Los Angeles
984,6037121900.0,Tacos Eronga #2,Mexican,$,5.0,4,Los Angeles,91352.0,78.1,14.6,2.5,0.0,4.6,0.0,51628.0,16935.0,17.5,Los Angeles
986,6037122000.0,Grace Grill,American (New),$,4.5,12,Los Angeles,91352.0,45.9,41.8,2.2,2.2,7.3,0.0,58226.0,20121.0,12.3,Los Angeles
988,6037121900.0,Daniela's Tacos,Food Trucks,$,5.0,7,Los Angeles,91605.0,78.1,14.6,2.5,0.0,4.6,0.0,51628.0,16935.0,17.5,Los Angeles
989,6037101220.0,Original Queens,American (New),$,3.0,46,Los Angeles,91042.0,25.9,53.9,2.1,0.0,14.0,0.0,41129.0,21512.0,14.2,Los Angeles
990,6037121900.0,The End Zone Sports Bar & Restaurant,Sports Bars,$$,3.0,42,Los Angeles,91352.0,78.1,14.6,2.5,0.0,4.6,0.0,51628.0,16935.0,17.5,Los Angeles
993,6037104610.0,La Peñita Restaurant,Seafood,$,5.0,2,Los Angeles,91331.0,98.6,1.2,0.0,0.0,0.0,0.0,48859.0,12269.0,28.6,Los Angeles
995,6037121101.0,Yoshinoya,Japanese,$,3.0,36,Los Angeles,91352.0,61.0,23.1,2.0,0.4,11.7,0.0,44010.0,18603.0,27.4,Los Angeles
996,6037104822.0,Pizza Pepino,Pizza,$,5.0,5,Los Angeles,91331.0,87.4,2.3,1.7,0.0,8.1,0.0,49063.0,14566.0,29.8,Los Angeles
997,6037104310.0,Mudaepo Two,American (New),$$,3.0,2,Los Angeles,91342.0,93.2,0.9,5.0,0.3,0.0,0.0,48529.0,12216.0,21.5,Los Angeles
998,6037104701.0,Mariscos Ensenada,Seafood,$,3.0,8,Los Angeles,91331.0,93.6,0.2,5.3,0.0,0.0,0.0,26190.0,8676.0,41.3,Los Angeles
999,6037106113.0,Carnitas Michoacan,Mexican,$,3.0,15,Los Angeles,91342.0,74.5,14.2,2.3,0.0,8.9,0.0,68661.0,23287.0,9.2,Los Angeles
1000,6037119002.0,La Bamba,Salvadoran,$,2.5,21,Los Angeles,91331.0,83.1,7.1,0.7,0.7,7.9,0.0,63333.0,18206.0,15.9,Los Angeles
1001,6037104201.0,Alex & Susie's Tacos,Street Vendors,$,3.5,2,Los Angeles,91340.0,87.1,0.1,12.7,0.0,0.0,0.0,49223.0,12605.0,23.1,Los Angeles
1003,6037121801.0,Molina's Catering,Food Trucks,$,4.5,2,Los Angeles,91605.0,65.9,17.2,5.5,0.0,10.4,0.0,28385.0,13802.0,27.3,Los Angeles
1004,6037104320.0,Wok Express Chinese Food,Chinese,$,4.0,7,Los Angeles,91331.0,89.9,2.9,4.5,0.0,1.7,0.0,43246.0,14069.0,20.5,Los Angeles
1005,6037121802.0,Subway,Fast Food,$,4.0,13,Los Angeles,91605.0,59.5,23.5,5.4,0.2,9.9,0.0,51078.0,15095.0,25.3,Los Angeles
1006,6037104703.0,Not Yet Tacos,Street Vendors,$,3.0,1,Los Angeles,91331.0,93.9,2.5,2.9,0.7,0.0,0.0,38696.0,12942.0,32.8,Los Angeles
1007,6037271200.0,Merguez Et Al,Food Trucks,$$,4.5,25,Los Angeles,90064.0,33.3,30.4,3.0,0.0,30.4,0.0,64297.0,34480.0,15.1,Los Angeles
1008,6037212303.0,Richeeze,Food Trucks,$$,3.5,156,Los Angeles,90005.0,69.6,5.9,3.4,0.0,16.2,0.0,25120.0,15162.0,43.3,Los Angeles
1009,6037121210.0,Subway,Fast Food,$,4.0,8,Los Angeles,91352.0,71.3,10.2,2.3,0.0,13.8,0.0,46290.0,17781.0,19.1,Los Angeles
1010,6037127520.0,Syraj Food Truck,Mexican,$,4.0,6,Los Angeles,91406.0,79.9,2.7,3.5,0.9,10.0,0.0,27271.0,12761.0,35.6,Los Angeles
1011,6037104610.0,Los Pilares Del San Juan,Mexican,$,2.0,3,Los Angeles,91331.0,98.6,1.2,0.0,0.0,0.0,0.0,48859.0,12269.0,28.6,Los Angeles
1016,6037221810.0,Celaya Bakery,Bakeries,$,4.0,22,Los Angeles,90007.0,42.5,15.8,11.0,0.0,29.2,0.3,14213.0,8922.0,61.1,Los Angeles
1017,6037243000.0,Locol,Food Trucks,$,2.5,14,Los Angeles,90002.0,76.1,0.3,19.0,2.6,0.0,0.0,37639.0,9682.0,34.0,Los Angeles
1019,6037219800.0,Mexican ChuckWagon Fusion,Food Trucks,$$,4.5,4,Los Angeles,90016.0,73.5,2.0,22.5,0.1,1.9,0.0,28789.0,13078.0,34.6,Los Angeles
1023,6037553701.0,Dogfather Truck,Food Trucks,$,2.5,4,Los Angeles,90723.0,96.3,2.0,1.3,0.1,0.0,0.0,42313.0,12570.0,23.3,Los Angeles
1025,6037194500.0,Animal,American (New),$$$,4.0,3110,Los Angeles,90036.0,4.0,78.0,2.1,0.0,9.9,0.0,76364.0,73107.0,12.7,Los Angeles
1026,6037189902.0,The Carving Board,Sandwiches,$$,4.5,539,Los Angeles,90046.0,17.0,67.6,3.1,0.0,4.1,0.0,56331.0,49655.0,16.7,Los Angeles
1027,6037190700.0,The Pie Hole,Desserts,$,4.0,287,Los Angeles,90028.0,44.1,46.2,3.2,0.0,4.5,0.0,33203.0,28140.0,26.3,Los Angeles
1028,6037190700.0,The Highlight Room Grill,Breakfast & Brunch,$$,4.0,60,Los Angeles,90028.0,44.1,46.2,3.2,0.0,4.5,0.0,33203.0,28140.0,26.3,Los Angeles
1029,6037189702.0,Spice Restaurant,Italian,$$,3.5,75,Los Angeles,90068.0,6.8,80.3,2.3,0.0,6.1,0.0,76014.0,85507.0,12.6,Los Angeles
1030,6037215102.0,Met Her At A Bar,Cafes,$$,4.5,133,Los Angeles,90036.0,11.0,57.1,3.6,0.0,26.8,0.0,49496.0,42293.0,15.7,Los Angeles
1031,6037190802.0,Barkada,Tapas/Small Plates,$$,4.5,134,Los Angeles,90038.0,51.7,35.6,3.2,0.0,5.9,0.0,32468.0,23316.0,22.8,Los Angeles
1032,6037190201.0,Cleo,Mediterranean,$$$,4.0,1657,Los Angeles,90028.0,27.8,62.6,2.7,1.3,4.0,0.0,28036.0,20267.0,38.7,Los Angeles
1033,6037189101.0,Home Restaurant - Los Feliz,Breakfast & Brunch,$$,4.0,2267,Los Angeles,90027.0,15.5,72.2,0.4,0.0,8.8,0.0,54717.0,40526.0,17.2,Los Angeles
1034,6037191901.0,Grub,American (New),$$,4.0,1722,Los Angeles,90038.0,30.0,57.0,5.0,0.3,4.0,0.0,49938.0,32438.0,19.2,Los Angeles
1035,6037190100.0,Wanderlust Cafe,Cafes,$$,4.0,75,Los Angeles,90028.0,16.7,67.7,8.8,1.0,4.6,0.0,42181.0,32518.0,23.2,Los Angeles
1036,6037191820.0,Providence,Seafood,$$$$,4.5,2336,Los Angeles,90038.0,42.2,43.4,5.9,0.0,3.4,0.0,43333.0,32581.0,17.6,Los Angeles
1038,6037190100.0,Fist of Fusion,Asian Fusion,$$,4.0,105,Los Angeles,90028.0,16.7,67.7,8.8,1.0,4.6,0.0,42181.0,32518.0,23.2,Los Angeles
1039,6037191710.0,Melrose Bistro Café,Breakfast & Brunch,$$,4.5,46,Los Angeles,90038.0,68.9,21.8,3.3,0.0,5.0,0.0,21115.0,17994.0,38.4,Los Angeles
1040,6037190100.0,25 Degrees,Burgers,$$,3.5,1727,Los Angeles,90028.0,16.7,67.7,8.8,1.0,4.6,0.0,42181.0,32518.0,23.2,Los Angeles
1041,6037190520.0,Friends & Family,Bakeries,$$,4.0,105,Los Angeles,90027.0,42.5,39.5,3.5,0.0,12.6,0.0,27891.0,17794.0,28.1,Los Angeles
1042,6037191000.0,Division 3,Coffee & Tea,$,4.5,82,Los Angeles,90028.0,47.6,36.1,9.2,0.0,4.5,0.0,41148.0,34921.0,23.6,Los Angeles
1043,6037194401.0,Point Five Espresso Bar,Coffee & Tea,$$,5.0,13,Los Angeles,90046.0,16.5,68.8,5.2,0.0,5.3,0.0,73750.0,53739.0,4.7,Los Angeles
1044,6037125320.0,Rodini Park,Bakeries,$,4.5,1065,Los Angeles,91601.0,32.5,49.4,6.7,0.0,9.5,0.0,40918.0,27600.0,29.7,Los Angeles
1045,6037191203.0,Square One Dining,American (New),$$,4.0,1513,Los Angeles,90029.0,43.3,26.7,3.6,0.0,25.0,0.0,26618.0,17137.0,29.8,Los Angeles
1046,6037195400.0,Pine & Crane,Taiwanese,$$,4.5,1615,Los Angeles,90026.0,18.1,64.3,2.1,0.0,15.0,0.0,78594.0,64883.0,10.5,Los Angeles
1047,6037190700.0,Gwen Butcher Shop,Butcher,$$$$,4.0,325,Los Angeles,90028.0,44.1,46.2,3.2,0.0,4.5,0.0,33203.0,28140.0,26.3,Los Angeles
1048,6037189905.0,Chibiscus Asian Cafe,Asian Fusion,$$,4.5,956,Los Angeles,90046.0,9.2,73.7,5.3,0.0,9.5,0.0,55982.0,40319.0,12.2,Los Angeles
1049,6037197420.0,The Semi-Tropic,Cafes,$$,4.5,267,Los Angeles,90026.0,54.6,24.9,4.2,0.8,13.8,0.0,44125.0,26246.0,21.0,Los Angeles
1050,6037143700.0,Tokyo Cube,Japanese,$$,4.5,248,Los Angeles,90068.0,4.2,75.5,4.4,0.0,10.0,0.0,131250.0,102648.0,6.2,Los Angeles
1051,6037189101.0,La Pergoletta,Italian,$$,4.5,524,Los Angeles,90027.0,15.5,72.2,0.4,0.0,8.8,0.0,54717.0,40526.0,17.2,Los Angeles
1052,6037192002.0,Wolf,American (New),$$$,4.0,241,Los Angeles,90046.0,10.7,75.4,5.7,0.0,2.9,1.6,93750.0,60409.0,10.4,Los Angeles
1053,6037207102.0,Howlin' Ray's,Southern,$$,4.5,2725,Los Angeles,90012.0,12.3,1.3,3.9,2.5,80.0,0.0,17689.0,13712.0,36.2,Los Angeles
1054,6037192420.0,Mesón Cafe,Coffee & Tea,$,4.5,265,Los Angeles,90004.0,45.1,10.9,5.6,0.0,38.3,0.0,47039.0,22652.0,25.3,Los Angeles
1055,6037189102.0,Cafe Los Feliz,Coffee & Tea,$$,4.0,619,Los Angeles,90027.0,20.9,63.6,1.8,0.0,10.5,0.0,64831.0,67500.0,13.9,Los Angeles
1056,6037190201.0,Good Greek Grill-Hollywood,Greek,$,4.5,159,Los Angeles,90028.0,27.8,62.6,2.7,1.3,4.0,0.0,28036.0,20267.0,38.7,Los Angeles
1057,6037211000.0,Bird on the Tree Cafe,Coffee & Tea,$$,5.0,68,Los Angeles,90036.0,6.9,56.0,2.1,0.3,27.1,0.0,129948.0,83186.0,5.3,Los Angeles
1058,6037190902.0,ixlb DimSum Eats,Dim Sum,$,4.0,390,Los Angeles,90028.0,57.7,26.8,4.9,0.0,5.8,0.0,30293.0,17226.0,30.0,Los Angeles
1059,6037190100.0,Wafflejack,Waffles,$,4.0,92,Los Angeles,90028.0,16.7,67.7,8.8,1.0,4.6,0.0,42181.0,32518.0,23.2,Los Angeles
1060,6037214400.0,Sweet Chick,Southern,$$,4.0,392,Los Angeles,90036.0,13.3,73.9,1.7,0.3,4.3,0.0,67207.0,46168.0,15.0,Los Angeles
1061,6037214800.0,Joan's on Third,Breakfast & Brunch,$$,4.0,1989,Los Angeles,90048.0,8.2,75.7,7.2,0.0,6.1,0.0,93350.0,64605.0,7.5,Los Angeles
1062,6037190510.0,Craft Coffee + Good Food,Cafes,$$,4.5,45,Los Angeles,90028.0,45.2,32.0,4.1,0.3,17.1,0.2,28275.0,16679.0,33.2,Los Angeles
1063,6037190801.0,Kebab Daddy,Kebab,$$,4.5,4,Los Angeles,90028.0,42.4,35.5,7.7,0.0,13.3,0.0,19099.0,27144.0,39.5,Los Angeles
1064,6037207301.0,Eggslut,Breakfast & Brunch,$,4.0,4781,Los Angeles,90013.0,19.0,45.3,17.8,0.0,13.5,0.0,31864.0,49296.0,32.4,Los Angeles
1065,6037191720.0,Baroo,American (New),$$,4.5,313,Los Angeles,90038.0,75.2,16.7,3.7,0.0,3.7,0.0,22656.0,15764.0,41.1,Los Angeles
1066,6037125401.0,Urban Skillet,Halal,$$,4.0,402,Los Angeles,91601.0,27.4,40.9,17.8,0.0,12.9,0.0,56894.0,40172.0,15.8,Los Angeles
1067,6037191000.0,Blue Palms Brewhouse,Gastropubs,$$,4.0,781,Los Angeles,90028.0,47.6,36.1,9.2,0.0,4.5,0.0,41148.0,34921.0,23.6,Los Angeles
1068,6037125200.0,Coffee For Breakfast,Venezuelan,$$,5.0,205,Los Angeles,91601.0,36.2,45.4,2.8,0.0,8.1,0.0,49636.0,33662.0,17.1,Los Angeles
1069,6037191610.0,Tlayuda LA Mexican Restaurant,Mexican,$$,4.5,529,Los Angeles,90029.0,66.7,16.7,2.5,0.0,12.8,0.0,33304.0,20392.0,24.9,Los Angeles
1070,6037190700.0,Stout Burgers & Beers,Burgers,$$,4.0,1787,Los Angeles,90028.0,44.1,46.2,3.2,0.0,4.5,0.0,33203.0,28140.0,26.3,Los Angeles
1071,6037189905.0,BBQ + RICE  Korean BBQ Bowl,Korean,$,5.0,74,Los Angeles,90046.0,9.2,73.7,5.3,0.0,9.5,0.0,55982.0,40319.0,12.2,Los Angeles
1072,6037191201.0,Oi Asian Fusion,Filipino,$,4.5,291,Los Angeles,90027.0,34.9,44.9,5.2,0.1,11.7,0.0,33056.0,23531.0,30.9,Los Angeles
1073,6037143100.0,Catcher In the Rye,Cocktail Bars,$$,4.0,401,Los Angeles,91602.0,11.8,73.0,5.6,0.0,5.1,0.9,103554.0,66160.0,7.0,Los Angeles
1074,6037189102.0,MESSHALL,Bars,$$,3.5,1091,Los Angeles,90027.0,20.9,63.6,1.8,0.0,10.5,0.0,64831.0,67500.0,13.9,Los Angeles
1075,6037190202.0,Berry Que,Juice Bars & Smoothies,$,4.5,252,Los Angeles,90028.0,18.8,57.9,9.6,0.0,7.4,0.3,30131.0,28317.0,37.0,Los Angeles
1076,6037190802.0,Eat This Cafe,Breakfast & Brunch,$$,4.0,723,Los Angeles,90038.0,51.7,35.6,3.2,0.0,5.9,0.0,32468.0,23316.0,22.8,Los Angeles
1077,6037192300.0,Mario's Peruvian & Seafood,Seafood,$$,4.0,1981,Los Angeles,90038.0,15.2,60.7,2.3,0.0,18.1,0.0,96417.0,78239.0,8.3,Los Angeles
1078,6037189102.0,Community Los Feliz,Sandwiches,$$,4.5,235,Los Angeles,90027.0,20.9,63.6,1.8,0.0,10.5,0.0,64831.0,67500.0,13.9,Los Angeles
1079,6037216900.0,My Two Cents,Southern,$$,4.5,309,Los Angeles,90019.0,29.6,35.3,22.3,0.2,9.7,0.0,63036.0,42977.0,8.6,Los Angeles
1080,6037124103.0,Blaqhaus,American (Traditional),$$,4.0,836,Los Angeles,91606.0,75.8,10.0,3.4,0.3,10.1,0.0,35372.0,16458.0,33.4,Los Angeles
1081,6037143700.0,Kaban Persian Restaurant,Persian/Iranian,$$,5.0,48,Los Angeles,90068.0,4.2,75.5,4.4,0.0,10.0,0.0,131250.0,102648.0,6.2,Los Angeles
1082,6037190700.0,Barbara Pollastrini Kitchen 90210,Italian,$$$,5.0,14,Los Angeles,90028.0,44.1,46.2,3.2,0.0,4.5,0.0,33203.0,28140.0,26.3,Los Angeles
1083,6037211703.0,Han Bat Shul Lung Tang,Korean,$,4.5,1725,Los Angeles,90020.0,42.5,8.6,5.3,0.4,43.0,0.0,32654.0,19908.0,14.6,Los Angeles
1084,6037190700.0,Fat Sal's,Sandwiches,$$,4.0,1569,Los Angeles,90028.0,44.1,46.2,3.2,0.0,4.5,0.0,33203.0,28140.0,26.3,Los Angeles
1085,6037190700.0,Mama Shelter Restaurant,American (New),$$,3.5,180,Los Angeles,90028.0,44.1,46.2,3.2,0.0,4.5,0.0,33203.0,28140.0,26.3,Los Angeles
1086,6037211000.0,Commerson,American (New),$$,4.5,283,Los Angeles,90036.0,6.9,56.0,2.1,0.3,27.1,0.0,129948.0,83186.0,5.3,Los Angeles
1087,6037190700.0,TAO Asian Bistro,Asian Fusion,$$$,4.0,426,Los Angeles,90028.0,44.1,46.2,3.2,0.0,4.5,0.0,33203.0,28140.0,26.3,Los Angeles
1088,6037191201.0,LA Rose Cafe,Filipino,$$,4.0,789,Los Angeles,90029.0,34.9,44.9,5.2,0.1,11.7,0.0,33056.0,23531.0,30.9,Los Angeles
